Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;EPEA*/SIC Success;EPEA*/SIC Runtime;EPEA*/SIC Solution Cost;EPEA*/SIC Expanded;EPEA*/SIC Generated;EPEA*/SIC Reopened;EPEA*/SIC BPMX boosts;EPEA*/SIC Closed List Hits;EPEA*/SIC Reopened With Old H;EPEA*/SIC H Updated From Other Area;EPEA*/SIC Max expansion delay;EPEA*/SIC Quick Insertions;EPEA*/SIC Quick Insertions Cancelled;EPEA*/SIC Expanded Full States;EPEA*/SIC Solution Depth;Makespan;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;16;16;24;0;2;0;300023.263600001;-2;310;49153;0;0;0;0;0;308;0;0;310;0;-1;1;14.0510999988765;246;3;5;22;1;24;
;16;16;24;0;3;0;302350.1021;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;223.10859999992;265;1;1;15;0;22;
;16;16;24;0;4;0;303299.2775;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;575.829600000754;229;25;50;50;1;16;
;16;16;24;0;5;0;394898.292099999;-2;1;663553;0;0;0;0;0;-1;0;0;1;0;-1;1;15.2890999987721;257;1;1;15;0;23;
;16;16;24;0;6;0;410613.076300001;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;328.594299999997;251;4;5;20;2;21;
;16;16;24;0;7;0;463360.584199999;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;253.656399998814;254;1;1;20;0;20;
;16;16;24;0;8;0;342116.111900002;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;4660.0465000011;250;96;165;143;3;24;
;16;16;24;0;9;0;300006.216800001;-2;22467;83055;0;0;503054;0;0;16823;13983;36303;22467;0;-1;1;612.772900000215;236;227;442;334;2;22;
;16;16;26;0;0;0;354098.595699999;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;280.187999997288;225;5;5;24;2;22;
;16;16;26;0;1;0;301431.462299999;-2;2;1;0;0;0;0;0;0;0;0;1;2;-1;0;300103.688699998;-2;958;1587;1404;9;-1;
;16;16;26;0;2;0;647840.920299999;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;1972.40419999883;259;14;19;31;2;19;
;16;16;26;0;3;0;459128.366;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;347.57310000062;229;3;5;19;0;19;
;16;16;26;0;4;0;655331.225499999;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;636.789899997413;305;4;5;23;0;21;
